1;29/9/2003;18;20;25;23;10;11;24;14;6;2;13;9;5;16;3;0;5;154;4645;48807;257593;49.765,82;689,84;10;4;2;0;0
2;6/10/2003;23;15;5;4;12;16;20;6;11;19;24;1;9;13;7;0;1;184;6232;81252;478188;596.323,70;1.388,95;10;4;2;0;0
3;13/10/2003;20;23;12;8;6;1;7;11;14;4;16;10;9;17;24;0;2;158;6897;96244;608211;400.623,70;2.173,36;10;4;2;0;0
4;20/10/2003;16;5;25;24;23;8;12;2;17;18;1;10;4;19;13;0;1;258;9569;123912;706657;902.226,02;1.498,72;10;4;2;0;0
5;27/10/2003;15;13;20;2;11;24;9;16;4;23;25;12;8;19;1;0;2;472;14736;195636;860992;380.017,55;687,49;10;4;2;0;0
6;3/11/2003;23;19;1;5;7;21;16;10;15;25;6;2;12;4;17;0;2;393;14242;162320;888301;489.140,06;1.066,83;10;4;2;0;0
7;10/11/2003;22;4;15;8;16;14;21;23;12;1;25;19;7;10;18;0;9;1333;25878;206828;967358;104.625,29;301,59;10;4;2;0;0
8;17/11/2003;19;16;18;9;13;8;5;25;17;10;6;15;1;22;20;0;1;256;11414;149037;926910;1.201.958,08;2.012,21;10;4;2;0;0
9;24/11/2003;21;4;17;5;3;13;16;9;20;24;25;19;11;15;10;0;3;407;14973;213511;1104328;336.053,65;1.061,60;10;4;2;0;0
10;1/12/2003;24;19;8;23;6;2;20;11;9;3;4;10;5;12;14;0;0;380;15767;207355;1186563;0;1.157,08;10;4;2;1.025.945,00;0
11;8/12/2003;24;9;8;19;20;22;6;10;11;16;7;25;23;2;12;0;0;306;14249;216679;1343171;0;1.855,82;10;4;2;2.351.000,93;0
12;15/12/2003;11;5;25;1;9;8;16;4;7;24;17;2;12;14;10;0;1;631;24400;322557;1607584;3.490.966,18;771,32;10;4;2;0;0
13;22/12/2003;13;6;10;5;8;14;3;11;16;15;9;17;19;7;23;0;3;714;27399;320961;1501354;269.157,25;482,84;10;4;2;0;0
14;29/12/2003;14;21;13;19;20;6;9;5;7;23;18;1;15;2;25;0;3;444;15413;214582;1149506;411.362,89;1.191,21;10;4;2;0;0
15;5/1/2004;23;6;21;4;10;24;16;1;15;2;8;19;12;18;25;0;22;2059;38038;379994;1198158;27.525,68;125,58;10;4;2;0;0
16;12/1/2004;24;17;5;8;7;12;13;2;15;10;19;25;23;21;6;0;9;1086;29005;329409;1471908;83.935,77;296,98;10;4;2;0;0
17;19/1/2004;13;20;17;1;6;7;2;14;5;9;16;19;3;21;18;0;1;320;14425;232740;1083387;1.427.169,94;1.911,39;10;4;2;0;0
18;26/1/2004;2;23;10;7;11;14;17;22;15;6;24;8;19;20;18;0;3;309;12373;174339;1079894;487.887,61;2.030,05;10;4;2;0;0
19;2/2/2004;15;17;10;23;11;24;13;14;6;2;8;5;20;16;7;0;10;818;23594;326913;1333412;82.040,05;428,2;10;4;2;0;0
20;9/2/2004;4;9;8;24;16;20;3;17;18;19;7;6;23;14;10;0;9;931;19580;266087;1462294;122.882,04;507,17;10;4;2;0;0
21;16/2/2004;5;2;1;22;19;8;24;4;25;23;18;20;14;11;16;0;3;316;13077;203475;1211951;530.990,23;2.160,45;10;4;2;0;0
22;25/2/2004;13;15;5;9;7;10;1;3;22;2;25;14;6;4;12;0;1;484;55372;152738;868693;1.081.149,89;957,34;10;4;2;0;0
23;1/3/2004;10;11;5;19;18;14;6;4;20;1;8;3;12;16;17;0;1;541;16248;215670;1187602;1.178.452,05;933,55;10;4;2;0;0
24;8/3/2004;1;19;21;14;2;23;25;5;20;11;7;10;24;17;3;0;2;585;22453;258724;1286374;662.295,89;970,4;10;4;2;0;0
25;15/3/2004;4;23;20;2;5;13;7;9;24;3;1;6;14;22;16;0;0;417;16108;213231;1288117;0;1.437,73;10;4;2;1.398.910,67;0
26;22/3/2004;19;11;7;16;8;21;5;10;20;13;23;9;17;14;22;0;3;602;22397;317722;1659205;970.676,17;1.077,21;10;4;2;0;0
27;29/3/2004;25;6;22;21;11;24;3;14;12;13;20;8;10;15;18;0;2;466;15650;216827;1192912;811.005,39;1.491,73;10;4;2;0;0
28;5/4/2004;18;21;11;7;9;3;20;16;14;12;13;17;1;19;10;0;2;556;22300;307113;1363336;536.916,65;827,73;10;4;2;0;0
29;12/4/2004;13;14;6;1;24;4;8;5;17;22;21;19;20;9;16;0;5;456;14375;181147;1203109;317.538,81;1.492,19;10;4;2;0;0
30;19/4/2004;22;2;1;17;8;4;19;20;11;14;6;21;7;23;3;0;2;345;13480;184916;1136035;813.271,34;2.020,55;10;4;2;0;0
31;26/4/2004;1;3;22;14;21;17;24;15;20;13;2;19;4;25;9;0;3;250;13005;189635;1161305;503.451,70;2.589,18;10;4;2;0;0
32;3/5/2004;10;14;9;16;15;7;22;6;4;2;1;17;23;11;20;0;2;384;14060;199525;1175480;706.634,89;1.577,31;10;4;2;0;0
33;10/5/2004;8;20;12;16;10;21;5;2;23;19;11;24;1;14;7;0;9;1358;35450;328729;1417927;109.171,84;308,91;10;4;2;0;0
34;17/5/2004;7;19;16;10;23;4;18;11;8;9;20;21;1;2;15;0;0;407;16589;216210;1359006;0;1.381,20;10;4;2;1.311.675,01;0
35;24/5/2004;12;1;13;23;19;21;17;11;22;6;25;16;14;5;4;0;1;291;12750;191524;1338198;3.155.820,04;2.715,98;10;4;2;0;0
36;31/5/2004;7;23;10;20;1;21;4;8;11;19;17;22;24;14;5;0;6;1573;40526;453277;1414816;92.828,37;151,18;10;4;2;0;0
37;7/6/2004;24;20;5;15;10;22;21;3;1;23;11;4;13;8;9;0;1;283;11976;182815;1220504;1.371.528,32;2.077,02;10;4;2;0;0
38;14/6/2004;14;13;8;16;1;10;3;7;15;25;9;2;24;6;22;0;0;298;12361;181763;1122407;0;2.240,91;10;4;2;1.558.182,50;0
39;21/6/2004;14;15;7;19;8;9;22;17;23;18;2;11;24;13;21;0;3;915;31607;352332;1626512;888.003,60;516;10;4;2;0;0
40;28/6/2004;10;17;16;12;14;24;8;7;5;20;21;1;13;2;22;0;9;650;20792;266561;1331593;129.462,67;765,33;10;4;2;0;0
41;5/7/2004;25;4;23;18;17;19;15;13;9;3;12;20;21;16;2;0;5;431;16555;218669;1304019;285.091,61;1.417,43;10;4;2;0;0
42;12/7/2004;1;24;12;25;4;3;21;8;11;6;15;22;14;17;5;0;1;351;14288;205537;1065540;1.731.431,15;2.114,08;10;4;2;0;0
43;19/7/2004;23;22;3;17;1;24;14;19;8;6;9;18;20;7;10;0;2;448;31225;257520;1394077;550.553,79;1.053,36;10;4;2;0;0
44;26/7/2004;23;21;12;19;5;4;6;13;14;10;3;18;24;11;25;0;0;334;12675;172526;1140441;0;2.056,93;10;4;2;1.603.036,94;0
45;2/8/2004;1;23;14;16;2;19;18;7;21;9;24;25;17;5;3;0;4;602;23232;353114;1591989;731.525,88;941,91;10;4;2;0;0
46;9/8/2004;6;14;8;11;24;18;19;23;2;5;4;21;10;1;25;0;4;825;24898;340899;1460500;308.549,13;638,71;10;4;2;0;0
47;16/8/2004;6;8;25;18;20;5;11;10;15;13;4;22;3;2;1;0;16;933;25668;259783;1267303;94.685,43;693,26;10;4;2;0;0
48;23/8/2004;15;6;21;20;2;17;5;23;11;7;13;16;18;19;22;0;2;331;13606;193466;1299636;777.343,31;2.012,97;10;4;2;0;0
49;30/8/2004;11;2;24;8;20;16;4;13;19;6;15;22;5;23;21;0;0;673;22438;282506;1269761;0;806;10;4;2;1.265.682,65;0
50;6/9/2004;2;3;7;25;21;23;10;1;13;11;20;6;12;19;9;0;1;659;21583;298054;1545777;2.776.089,01;982,27;10;4;2;0;0
51;13/9/2004;8;1;13;14;5;22;21;7;6;23;3;17;20;11;16;0;2;765;22722;302341;1520867;545.229,30;608,58;10;4;2;0;0
52;20/9/2004;25;4;16;2;15;21;12;9;11;8;24;23;1;13;22;0;3;420;24265;205595;1156747;532.065,25;1.628,77;10;4;2;0;0
53;27/9/2004;23;3;7;17;20;14;12;2;18;24;6;1;11;9;19;0;4;564;19767;262234;1425498;269.887,95;820,33;10;4;2;0;0
54;4/10/2004;22;8;12;9;21;5;20;4;24;2;7;6;14;16;18;0;27;2269;40058;272073;1157000;46.149,84;234,47;10;4;2;0;0
55;11/10/2004;4;6;12;15;2;3;13;16;8;9;7;25;5;18;19;0;6;682;24083;253488;1334310;213.174,74;803,76;10;4;2;0;0
56;18/10/2004;19;1;5;14;16;15;17;2;13;22;20;12;23;9;24;0;0;401;17323;225472;1396834;0;1.427,28;10;4;2;1.335.461,47;0
57;25/10/2004;25;17;8;11;3;6;19;22;21;7;20;1;4;12;2;0;1;571;33796;229355;1390034;3.278.857,27;1.458,64;10;4;2;0;0
58;1/11/2004;20;14;11;13;19;18;15;16;5;3;6;12;17;22;4;0;6;559;17361;165098;1095964;294.482,82;1.354,64;10;4;2;0;0
59;8/11/2004;6;8;14;1;23;20;3;15;25;11;5;7;13;10;19;0;2;662;27187;351810;1707263;439.884,44;567,39;10;4;2;0;0
60;16/11/2004;17;22;16;5;3;2;18;8;25;11;1;19;4;23;24;0;3;362;30873;165747;1022631;485.556,53;1.724,55;10;4;2;0;0
61;22/11/2004;4;15;1;23;9;14;12;11;13;19;25;16;22;5;20;0;2;300;14553;253317;1311870;698.017,29;1.994,34;10;4;2;0;0
62;29/11/2004;9;7;1;13;20;11;3;17;25;8;14;16;15;18;24;0;5;432;19513;234116;1336449;282.087,66;1.399,25;10;4;2;0;0
63;6/12/2004;13;19;22;17;10;4;25;9;24;8;16;11;21;12;20;0;2;379;15221;209528;1301392;870.856,42;1.969,52;10;4;2;0;0
64;13/12/2004;13;1;10;6;25;23;14;9;7;2;18;8;20;3;17;0;4;525;20308;280806;1586899;323.455,35;1.056,18;10;4;2;0;0
65;20/12/2004;23;19;10;7;1;17;4;2;22;16;21;15;20;18;25;0;0;300;13067;218281;1147456;0;2.735,19;10;4;2;1.914.633,24;0
66;27/12/2004;8;10;23;17;11;20;2;14;21;22;15;16;24;4;1;0;8;834;25470;309390;1631513;434.105,49;800,73;10;4;2;0;0
67;3/1/2005;7;24;13;20;16;5;21;12;11;8;15;22;23;10;9;0;4;294;12324;205063;1212285;394.429,73;2.299,88;10;4;2;0;0
68;10/1/2005;9;1;25;16;6;3;5;22;7;12;8;10;2;17;23;0;2;368;14579;211030;1291340;853.689,74;1.988,41;10;4;2;0;0
69;17/1/2005;23;7;11;15;4;17;20;8;9;24;1;18;21;10;19;0;4;619;34720;283047;1543014;296.233,16;820,4;10;4;2;0;0
70;24/1/2005;14;5;9;24;6;15;12;19;20;1;2;25;16;10;3;0;6;611;19413;230116;1265554;264.323,93;1.112,42;10;4;2;0;0
71;31/1/2005;13;3;22;5;1;21;23;6;8;11;15;18;14;16;9;0;4;744;21490;276234;1289869;349.187,58;804,58;10;4;2;0;0
72;9/2/2005;2;16;5;25;23;11;18;13;24;15;1;7;8;12;17;0;2;485;16561;198957;1178585;571.665,39;1.010,31;10;4;2;0;0
73;14/2/2005;25;17;18;2;16;19;15;13;14;5;21;11;7;1;10;0;3;401;16615;240646;1388168;404.461,66;1.296,82;10;4;2;0;0
74;21/2/2005;8;25;3;1;2;22;16;4;5;15;6;18;13;23;11;0;7;861;36320;325482;1342101;165.704,35;575,18;10;4;2;0;0
75;28/2/2005;10;8;3;16;7;25;20;4;13;6;11;15;17;5;1;0;2;564;22764;330303;1538522;531.264,65;807,39;10;4;2;0;0
76;7/3/2005;15;5;12;10;19;16;21;17;25;9;13;1;23;8;3;0;13;2705;63452;463129;1672037;49.566,81;101,71;10;4;2;0;0
77;14/3/2005;6;20;4;9;11;17;3;8;2;21;24;14;22;25;18;0;4;742;21609;228257;1213259;434.837,87;1.004,63;10;4;2;0;0
78;21/3/2005;15;5;17;23;1;8;7;20;16;6;12;18;3;2;13;0;1;643;23291;317982;1617133;1.007.644,94;669,06;10;4;2;0;0
79;28/3/2005;15;14;17;2;22;24;5;23;20;9;12;18;25;1;3;0;1;443;17526;230930;1249856;1.429.789,18;1.383,22;10;4;2;0;0
80;4/4/2005;17;22;25;7;20;3;18;10;4;1;14;9;2;5;15;0;1;502;19706;292151;1294632;1.387.219,92;1.184,31;10;4;2;0;0
81;11/4/2005;13;2;7;19;17;15;1;4;6;21;3;11;5;16;10;0;6;866;29787;387171;1619963;160.734,67;475,46;10;4;2;0;0
82;18/4/2005;4;8;19;12;23;17;13;20;1;18;6;15;5;22;9;0;4;636;20746;250768;1418972;378.128,77;1.019,22;10;4;2;0;0
83;25/4/2005;23;10;25;20;14;3;1;6;2;11;8;13;12;24;5;0;3;505;19766;290953;1615749;370.701,93;943,79;10;4;2;0;0
84;2/5/2005;15;22;8;25;6;4;16;1;2;24;19;20;17;23;12;0;2;525;21813;263703;1419482;729.194,11;1.190,52;10;4;2;0;0
85;9/5/2005;1;2;11;21;16;8;23;7;18;22;14;15;5;13;9;0;13;988;41716;303054;1673514;86.488,60;485,87;10;4;2;0;0
86;16/5/2005;13;19;12;18;5;6;9;24;23;4;17;8;25;2;14;0;14;1437;33924;344925;1583126;81.060,95;337,18;10;4;2;0;0
87;23/5/2005;11;3;18;25;5;24;13;8;15;10;9;22;1;2;20;0;14;1308;46044;353024;1711252;62.917,54;287,52;10;4;2;0;0
88;30/5/2005;8;10;18;24;11;1;17;2;25;9;14;19;12;4;5;0;5;853;30153;318718;1383793;257.018,77;643,22;10;4;2;0;0
89;6/6/2005;23;16;1;12;21;25;17;19;13;20;24;15;6;11;22;0;2;528;59274;230638;1266634;858.145,42;1.393,10;10;4;2;0;0
90;13/6/2005;22;10;11;8;17;20;23;3;21;1;15;25;2;12;24;0;4;525;17979;236987;1539050;400.382,66;1.307,37;10;4;2;0;0
91;20/6/2005;16;23;1;25;22;14;9;13;11;10;12;15;4;20;17;0;2;428;23937;203510;1341264;880.833,62;1.764,02;10;4;2;0;0
92;27/6/2005;17;6;4;1;8;15;2;19;14;13;12;18;21;24;22;0;5;714;22604;257642;1433995;290.246,68;871,09;10;4;2;0;0
93;4/7/2005;4;24;7;17;9;13;18;20;5;6;10;21;2;19;23;0;6;480;18433;230658;1352474;271.483,43;1.454,37;10;4;2;0;0
94;11/7/2005;21;9;13;12;11;15;4;22;24;16;8;18;23;2;17;0;2;573;29882;267884;1577059;694.861,30;1.039,43;10;4;2;0;0
95;18/7/2005;10;4;18;22;1;3;20;19;17;2;15;5;11;12;14;0;2;401;20787;231813;1294859;883.199,51;1.887,85;10;4;2;0;0
96;25/7/2005;9;17;24;6;16;10;23;18;14;19;4;3;12;21;22;0;1;454;16790;220370;1209732;1.793.190,45;1.692,75;10;4;2;0;0
97;2/8/2005;4;10;13;22;17;3;23;24;12;14;15;25;19;20;6;0;4;539;19062;237912;1490877;379.485,48;1.206,95;10;4;2;0;0
98;8/8/2005;24;17;15;25;8;18;22;6;1;11;23;20;5;2;10;0;5;1089;31800;376336;1625070;238.130,55;466,8;10;4;2;0;0
99;15/8/2005;4;7;24;25;20;14;1;2;10;16;17;11;21;13;3;0;4;695;19351;227907;1278734;424.895,89;1.048,05;10;4;2;0;0
100;22/8/2005;11;22;14;25;10;8;23;13;4;16;17;9;3;12;1;0;6;547;39008;241845;1371980;251.438,56;1.182,00;10;4;2;0;0
101;29/8/2005;7;6;14;19;13;3;21;23;1;24;16;17;9;20;10;0;9;917;26691;287551;1473207;144.911,71;607,23;10;4;2;0;0
102;5/9/2005;19;4;22;1;7;23;10;25;21;11;18;2;3;9;12;0;5;622;20635;267607;1361023;323.383,57;1.114,09;10;4;2;0;0
103;12/9/2005;23;18;1;7;5;22;2;3;25;10;4;17;8;16;11;0;5;467;26477;269789;1577960;276.012,69;1.266,50;10;4;2;0;0
104;19/9/2005;6;5;22;24;19;16;11;14;21;13;15;25;7;18;10;0;2;354;13835;196494;1186254;982.532,88;2.379,02;10;4;2;0;0
105;26/9/2005;8;7;10;12;25;9;15;22;19;6;11;13;4;17;21;0;2;425;15988;225268;1278152;855.532,63;1.725,44;10;4;2;0;0
106;3/10/2005;5;15;3;1;4;13;22;2;25;6;10;17;14;23;12;0;3;471;22766;286573;1570457;442.710,00;1.208,49;10;4;2;0;0
107;10/10/2005;24;4;7;17;21;12;15;3;25;11;1;18;6;8;9;0;1;494;16680;215950;1314644;1.801.807,58;1.563,17;10;4;2;0;0
108;17/10/2005;9;15;25;14;16;2;8;11;12;7;1;22;4;23;18;0;8;1094;26164;281728;1425759;159.562,30;498,16;10;4;2;0;0
109;24/10/2005;9;7;23;1;11;25;18;13;20;3;21;5;24;16;12;0;14;2257;44187;335886;1552174;76.346,11;202,19;10;4;2;0;0
110;31/10/2005;23;20;3;6;5;1;4;25;12;13;21;17;22;14;19;0;2;442;23523;280697;1423182;706.957,82;1.370,96;10;4;2;0;0
111;7/11/2005;10;1;19;21;25;17;12;5;11;15;13;24;6;18;22;0;1;415;17785;266234;1440550;1.503.858,33;1.553,04;10;4;2;0;0
112;14/11/2005;20;10;2;6;19;21;18;3;17;11;1;14;4;15;23;0;1;341;13885;218980;1274318;1.749.331,36;2.198,57;10;4;2;0;0
113;21/11/2005;6;14;24;2;19;5;12;8;20;21;4;11;1;13;25;0;3;437;16637;236170;1390432;514.867,34;1.514,81;10;4;2;0;0
114;28/11/2005;20;3;22;9;6;2;14;1;10;25;24;11;21;8;7;0;0;320;11371;182608;1159190;0;2.542,69;10;4;2;1.898.540,00;0
115;5/12/2005;4;17;5;16;6;11;20;9;12;21;25;7;13;1;18;0;1;674;22580;326888;1754217;4.081.776,78;1.388,24;10;4;2;0;0
116;12/12/2005;11;13;18;10;25;23;16;1;14;2;19;21;12;9;20;0;2;484;20047;292261;1619598;848.830,45;1.503,24;10;4;2;0;0
117;19/12/2005;14;20;5;11;9;23;18;17;6;13;25;15;7;12;10;0;3;498;18606;280170;1592727;569.686,18;1.470,79;10;4;2;0;0
118;27/12/2005;24;15;21;22;18;4;14;13;19;6;12;2;23;8;5;0;4;660;35222;301415;1520411;357.319,00;928,1;10;4;2;0;0
119;2/1/2006;15;1;21;22;9;4;18;6;24;20;23;11;8;10;17;0;1;370;20989;223234;1259823;1.663.143,71;1.926,43;10;4;2;0;0
120;9/1/2006;3;8;19;7;20;16;15;13;12;11;1;24;18;21;5;0;2;758;25198;303361;1549722;746.715,01;844,38;10;4;2;0;0
121;16/1/2006;17;24;25;23;7;2;4;5;11;10;9;1;18;16;12;0;3;830;27637;298499;1491043;492.515,31;760,04;10;4;2;0;0
122;23/1/2006;5;22;2;10;13;15;9;20;4;25;1;18;23;17;8;0;8;1291;32778;368045;1643408;136.137,23;360,18;10;4;2;0;0
123;30/1/2006;20;13;21;6;18;5;4;7;17;24;19;12;23;11;22;0;4;670;18123;225258;1346974;422.565,92;1.081,20;10;4;2;0;0
124;6/2/2006;19;9;2;6;24;7;20;16;15;3;25;14;4;18;21;0;2;396;15090;194421;1186925;1.036.561,02;2.243,64;10;4;2;0;0
125;13/2/2006;10;22;7;6;12;16;11;21;4;9;24;3;2;25;15;0;2;395;13621;188288;1269512;1.047.965,76;2.274,07;10;4;2;0;0
126;20/2/2006;7;22;18;8;13;25;16;1;21;4;24;14;3;2;6;0;0;493;18073;245449;1428758;0;1.516,70;10;4;2;1.744.710,64;0
127;1/3/2006;5;25;4;1;13;2;12;18;22;19;23;7;3;10;11;0;5;633;26537;226287;1209770;519.339,50;574,65;10;4;2;0;0
128;6/3/2006;17;2;14;21;3;23;6;15;13;11;4;16;19;25;20;0;2;422;18165;257399;1512543;830.452,68;1.686,77;10;4;2;0;0
129;13/3/2006;5;11;9;22;6;21;7;19;2;20;15;23;18;25;13;0;3;907;38023;333579;1684780;448.986,01;634,05;10;4;2;0;0
130;20/3/2006;15;19;6;4;24;2;17;25;13;23;10;12;5;3;9;0;3;952;29720;362203;1689512;417.614,17;561,87;10;4;2;0;0
131;27/3/2006;2;25;20;12;5;7;6;11;13;19;8;4;15;22;23;0;1;660;23967;320580;1600418;1.341.544,37;871,13;10;4;2;0;0
132;3/4/2006;9;25;14;11;7;15;1;22;16;4;5;17;3;10;23;0;10;792;26452;340872;1584197;135.976,17;733,01;10;4;2;0;0
133;10/4/2006;18;22;9;3;15;20;8;21;4;19;13;1;11;23;5;0;5;895;32294;385069;1862691;217.132,17;517,9;10;4;2;0;0
134;17/4/2006;12;16;5;7;11;19;8;25;22;17;14;1;3;10;13;0;4;1345;32243;321650;1628816;325.378,91;413,15;10;4;2;0;0
135;24/4/2006;7;22;13;2;21;14;19;8;1;25;20;10;15;18;5;0;7;775;20815;253415;1441124;234.154,46;906,41;10;4;2;0;0
136;2/5/2006;1;2;23;12;17;21;5;22;9;15;24;14;13;6;3;0;2;329;14555;238514;1255488;671.843,75;1.750,35;10;4;2;0;0
137;8/5/2006;18;6;19;25;11;8;17;20;16;10;2;21;12;9;13;0;2;313;12648;221694;1259615;937.816,37;2.568,19;10;4;2;0;0
138;15/5/2006;15;7;16;17;8;24;22;2;3;13;11;5;21;25;4;0;3;464;18695;250239;1503282;476.718,72;1.320,96;10;4;2;0;0
139;22/5/2006;22;24;23;12;1;15;7;14;21;16;17;2;9;18;19;0;1;443;18564;247145;1370404;1.596.786,85;1.544,78;10;4;2;0;0
140;29/5/2006;12;10;19;1;25;22;15;6;2;24;13;20;9;18;3;0;7;787;22971;268181;1413296;210.217,72;801,34;10;4;2;0;0
141;5/6/2006;18;12;19;3;8;17;13;1;25;20;10;16;9;24;7;0;2;471;17588;247734;1532701;793.662,96;1.444,34;10;4;2;0;0
142;12/6/2006;1;18;19;5;23;7;6;16;17;24;15;9;22;4;2;0;1;373;15636;246926;1364705;1.692.224,96;1.944,35;10;4;2;0;0
143;19/6/2006;21;11;22;9;24;8;17;15;25;1;16;23;13;19;2;0;5;677;29324;326923;1643883;201.113,36;634,16;10;4;2;0;0
144;26/6/2006;12;17;1;2;21;4;14;22;9;24;20;7;19;11;25;0;36;3305;39042;295178;1379832;35.936,80;167,14;10;4;2;0;0
145;3/7/2006;14;15;20;22;13;10;25;11;18;9;24;2;3;1;17;0;3;815;30436;317461;1442001;395.268,82;621,2;10;4;2;0;0
146;10/7/2006;17;22;12;2;11;5;24;10;14;13;25;16;1;23;8;0;6;557;21375;302776;1519562;219.758,40;1.014,53;10;4;2;0;0
147;17/7/2006;2;5;12;13;21;23;22;11;1;10;6;25;4;19;16;0;3;624;25125;278315;1546507;472.583,65;973,73;10;4;2;0;0
148;24/7/2006;5;22;24;2;1;12;8;21;16;25;20;9;13;4;17;0;17;1024;23278;276551;1552055;84.381,14;598,09;10;4;2;0;0
149;1/8/2006;24;19;2;17;16;9;25;5;20;18;13;10;15;23;7;0;5;616;22974;303309;1711630;235.870,42;820,52;10;4;2;0;0
